sent,label
方舟子无论输赢，长远看都会继续名利双收；,1
网站有了更多点击量还可以做专题、赚人气；,1
方舟子真的是鸡蛋里挑骨头！,1
而且韩寒文字都是很有个人风格的！,1
#韩寒方舟子之争#方大神就一牛人，没事瞎折腾。,1
#韩寒方舟子之争#为什么还有六千人投票方舟子，方舟子脑袋被门夹了，难道你们也被门夹了吗？,1
难道你们也和方哥一起脑残，扰乱别人生活么？,1
#韩寒方舟子之争#方狗到时说不定还会批判政府，继续用科学来继续他那SB的批判，真是可笑、,1
#韩寒方舟子之争#老匹夫不完蛋，世界不会太平。,1
#韩寒方舟子之争#方舟子，你是不是闲得dan疼啊？,1
#韩寒方舟子之争# /呲牙韩寒是个好演员！,1
#韩寒方舟子之争# 姓方这小子太欠揍了,1
#韩寒方舟子之争#我从来都觉得方舟子是个神经  他怎么什么都质疑啊 真是好笑,1
而韩寒作为一个作家则很有魄力、敢说实话，非小小方舟子这样的---小无赖 可比拟。,1
#韩寒方舟子之争#  真金不怕火炼，真理越辩越明，一个永远不敢对着镜头当着公众，认认真真谈谈文学，谈谈自己作品的人，我可以相信他是天才（其他方面），但绝不会相信他是文学作家！,1
#韩寒方舟子之争# 方舟子就是个中年猥琐男。,1
#韩寒方舟子之争#哗众取宠,1
#韩寒方舟子之争#我想方舟子不是一个头脑发热的人,1
#韩寒方舟子之争#方舟子已经丢人丢到国外去了，中国知识分子的奇耻大辱啊！！！,1
#韩寒方舟子之争# 关于韩三篇，其实很普通的文字水平，却被好多知名人士看成精品，难免让人产生一种怀疑，你们是不是借此机会在预谋什么呢？,1
我并不是韩寒的粉丝，本来也处于中立，但是韩寒拿出了那么多证据，方大师却还是死鸭子嘴硬，这种样子很让人厌恶。,1
#韩寒方舟子之争#方你无聊闲着没事干么。。。,1
方在那不断地猜疑，举出一些毫无边际的猜想和莫名其妙纯属无聊的质疑，你不断地质疑，一会说有个代笔团队，一会说是韩爸代笔，你自己语无伦次，毫无逻辑不断地想推翻韩寒。。,1
#韩寒方舟子之争#从某种程度上来说，方舟子已经天下无敌了——人不要脸，天下无敌！,1
你还搞科研的，你看看你扯得那些淡，证据在哪里？,1
/可爱#韩寒方舟子之争#你已经达到目的了，方斗士，你已经红了！,1
#韩寒方舟子之争#方舟子绝对脑残 多大岁数的人了 有意思么/吐,1
#韩寒方舟子之争#具体内幕不得而知，但是韩寒给予我们的大多数影响是或活生生的他的才华相信毋庸置疑,1
#韩寒方舟子之争##分享图片#打假斗士反被打假，方舟子很搞笑，。,1
#韩寒方舟子之争#支持方舟子，韩寒的文章确实没什么质量，更没有什么内涵，说的都是老掉牙的事情，稍微知道怎么看政治事件的人都看的出来，韩寒仅仅将政治事件用白话写出来，其实写的事情都是港台天天播放的事,1
#韩寒方舟子之争#大家要相信方舟子先生，他不是空穴来风，也不是炒作，而是在追求真正的真理和不想各位受到欺骗。,1
"我观察过韩寒的\""微表情\""和\""成长过程\""，发现韩寒有很多值得我们质疑的地方！",1
#韩寒方舟子之争#人家说相由心生 这个人长得像坏人 那他肯定是坏人 长得像精神病 就是方舟子！,1
不过就我个人来看我还是支持韩寒，率直的文字，犀利的笔锋。,1
哗众取宠而已……,1
方舟子真的有够恶心,1
跟着方舟子像狗一样叫嚣无理取闹的还少吗？,1
你们骂韩迷没素质那你怎么不扭头看看你们那些素质低劣的人，他们的脏话就像从粪池里刚出来的一样散发着让人作呕的味道！,1
#韩寒方舟子之争#没有人愤怒并不代表这个社会不需要愤怒，韩寒只是敢于批判社会，敢于说真话，代表了我们对这个社会的愤怒，即使他真的是代笔，这份批判社会勇气也是可嘉的，我们依然会喜欢他的文。,1
方舟子也许另有目的，他扯蛋的很,1
#韩寒方舟子之争#方舟子、疯狗是你家亲戚？,1
#韩寒方舟子之争#方舟子，你就是一楼楼长！！,1
#韩寒方舟子之争#事实是，方舟子的转基因宣传虚假得是如此明显，连他的坚定支持者熊蕾、司马南都不肯相信。,1
#韩寒方舟子之争#怎么争韩寒和方舟子的名声也臭了,1
#韩寒方舟子之争#方舟子就是这个邪恶社会结出的怪胎。,1
#韩寒方舟子之争#方舟子挺无聊的。,1
#韩寒方舟子之争#我个人观点，方舟子就一心里极度变态、扭曲、嫉妒他人的一猥琐男！,1
韩寒是一个勤奋、上进、个性、孝顺活的真实的平凡青年，只不过把他放在很高的一个平台上，所以，有的人嫉妒，有的人仰慕，那又怎么了？,1
我觉得写的出好书的作家，内心一样纯净！,1
#韩寒方舟子之争#方舟子有文化的流氓，真可怕，支持韩寒,1
#韩寒方舟子之争#果断挺韩寒 方舟子扯什么淡…,1
#韩寒方舟子之争#说起方舟子的为人，大家都应该知道是个不错的的人。,1
韩寒我不认识，但是根据韩寒的脸型来看，并不是什么善良的人，后了我才知道韩寒，继而又从韩寒的“文史水平”、“写作能力”方面打假论证韩寒曾接受“代笔”，都是真的，他的写作能力还不如我，所以我支持方舟子，但是我又疑惑。,1
#韩寒方舟子之争#方舟子，方死人，一個至死方休，你方錯了人，就應該道歉，為人者應以道尊之，在西方，是不是狗屁就道理啊，這是中國，你有本事就一個諾貝爾看看，蓄勢子，不是方舟子，需柿子不是方舟子，聖經看多了還以為你是諾亞方舟麼，方舟子可笑可笑，須柿子可悲可悲，一架方舟已壞,1
#韩寒方舟子之争#方粥子变疯狗了,1
#韩寒方舟子之争#方舟子是个蹩脚的文学改编爱好者。,1
你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理，欲加之罪何患无辞，白痴都看得出来你在抱私怨，没理还非要说出理来，,1
#韩寒方舟子之争#方舟舟啊，您又忘了吃药吧，您是不是准备说完韩寒再去和胡xx搅基啊,1
#韩寒方舟子之争#一看方舟子就恶心,1
一个智商平庸、能力底下的人却受到如此的吹捧，这是社会的悲哀。,1
把一个既愚蠢又无知的人推向公众，该谴责的是那些粉饰他的人，是因为他们的无能而导致。,1
#韩寒方舟子之争#方舟子就一傻B！,1
#韩寒方舟子之争#方舟子真无聊，没事除了说别人假学历假作品，就没干些好事。,1
#韩寒方舟子之争#方舟子就脑残，今天搞韩寒，有种去搞郭敬明。,1
#韩寒方舟子之争#你们谅解哈，方舟子有毛病,1
方舟子好歹是定目标一直冲，虽有很多无理取闹之处但也表现出他的倔强与固执。,1
而这个麦田，出尔反尔，觉得闹不过韩寒了就道歉，发现方舟子这个强有力靠山就又出来质疑。,1
#韩寒方舟子之争#方是在神经病医院，甲钴胺片吃多了。,1
#韩寒方舟子之争#韩粉果然病句连连呵呵。,1
#韩寒方舟子之争#为什么外界一直评论韩寒叛逆，不羁呢？,1
现在我们回过头来看他当年的视频资料，一次次的拒绝谈论写作话题，一次次的语无伦次，一次次的支支吾吾，一次次的脸红害羞，全都指向一个点，那就是作品不是出自自己之手。,1
你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理，欲加之罪何患无辞，白痴都看得出来你在抱私怨，没理还非要说出理来，社会的肿瘤~,1
#韩寒方舟子之争#一场无聊的闹剧！,1
#韩寒方舟子之争#方舟子是想让自己更加出名吗？？？？？？,1
#韩寒方舟子之争#方舟子就是在耍无赖,1
#韩寒方舟子之争#韩寒是个骗子，2月都过完了，也没见真正的起诉结果，看来这厮心虚，起诉不过是装装样子罢了，可惜方舟子不是吓大的，根本不理会，韩寒骗子起诉一事只好不了了之了。,1
#韩寒方舟子之争#方舟子就是一神经病，纯碎的臆想狂，愿他早日康复吧...,1
我在他身上看到的是虚荣，是浮躁，谈吐没有思想，没有深度，怎能让人相信是一个真正的作家？,1
#韩寒方舟子之争# 方舟子，你真能扯、,1
#韩寒方舟子之争#一只专咬名人的狗，搅屎棍！,1
大道理别放这说，方秃子屎着呢,1
#韩寒方舟子之争#方舟子就跟个得狂犬似的乱咬韩寒,1
#韩寒方舟子之争#方舟子你是老民残弱而不知，文老而不时新，人腐而不知众，滩漓深泽欲弄人。,1
#韩寒方舟子之争#方舟子就是一泼皮，脸皮可以媲美铜墙铁壁，刀枪不入，得泼硫酸,1
#韩寒方舟子之争#个人觉得方舟子这样的人数与心理变态，见不得人过得好，谁好就找谁的麻烦！,1
#韩寒方舟子之争#韩寒真他妈是个傻逼，怎么看怎么恶心。,1
无语方舟子傻逼 ……,1
#韩寒方舟子之争#以前觉得方舟子是好人，现在才知道他是个小人！！,1
#韩寒方舟子之争#方舟子没事找事。,1
#韩寒方舟子之争#方舟子不务正业，吃饱了就是找茬，一段时间没有他了。,1
这种人算什么东西！,1
清者自清，浊者自浊，方舟子不过是哗众取丑。,1
该打的假不打，不该打的瞎打，纯粹是没事找事型的。。。,1
#韩寒方舟子之争#看韩寒好像是应该长得帅，有才华的的一个人。,1
但是现在从韩寒的脸型可以看出他不是什么善良的人，那段视频中的韩寒好像是在跟我们讲冷笑话。,1
方舟子则不同了，那视频长的他坚定，严谨，严肃地对待这件事，所以我支持你方舟子，但是大多数的人还是支持韩寒，法院可能让韩寒起诉，不公平。,1
#韩寒方舟子之争# 肘子只知道咬人、貌似大义凛然、却是实实在在的炒作、写好攻击点、然后有选择的去找所谓的证据、就像明明眼前站着一个人、他却不承认、怎么都不承认、非要让韩寒、像让子弹飞里的六子才好、肘子贱人……,1
没事闲的。。。,1
有空回家带孩子去吧。。,1
#韩寒方舟子之争#挺韩寒-方舟子只是闲得慌-中国有句话：嫉妒心害死人-,1
#韩寒方舟子之争#方舟子是属疯狗的吧，逮谁咬谁啊~借着韩寒想出名~还真是疯了~,1
#韩寒方舟子之争#韩寒敢说,1
#韩寒方舟子之争#韩寒虚伪得好似一颗毒瘤，若不及时切除，后患无穷。,1
#韩寒方舟子之争#方舟子有意思吗？,1
我看他现在只不过是抹不下面子而已，大家理解理解，其余的人，只是想炒作罢了，挺韩寒~,1
#韩寒方舟子之争#方舟子可笑可笑，須柿子可悲可悲，一架方舟已壞----破阵子可修可修，美美子害羞害羞，几量汗牛完好一——小子开飞机刚过悬崖,1
#韩寒方舟子之争#鄙视方舟子，他是美国人养的一条疯狗，一下咬这个，一下咬那个，当年xxx雇人用铁锤把他砸死就好了，现在这样半脑瘫不脑瘫的，给社会添麻烦。,1
方，一个2B中年……,1
SB一个……,1
#韩寒方舟子之争#方舟子没事惹事- -,1
无耻。,1
#韩寒方舟子之争#方舟子就是闲的 蛋 疼、,1
#韩寒方舟子之争#方舟子跟本就是无济之谈，那么喜欢质疑别人，又拿不出证据，浪费别人时间。,1
#韩寒方舟子之争#我觉得方舟子就是太极端了，这种人最假，太叫人讨厌了,1
#韩寒方舟子之争#方舟子闲得没事干有病吧……,1
/呲牙/呲牙#韩寒方舟子之争#呵呵，好笑真好笑 /呲牙,1
#韩寒方舟子之争#方舟子  不过是哗众取宠…,1
方舟子就是个大傻逼#韩寒方舟子之争#,1
#奖状植入广告#其实也没啥，以前用的各种东西还不都是某某企业赞助什么的，广告无处不在，一点惊讶没有~~~ /得意,1
/白眼,1
#奖状植入广告#商家真是无孔不入，但是要适可而止！,1
#奖状植入广告#不应该的，这样影响的是一代人的思想！,1
#奖状植入广告#这想钱想疯了，干吗不植入杰士邦,1
#奖状植入广告# /擦汗现在都这样，又能怎么样，社会风气越来越不如以前了，真担心将来的后代,1
#奖状植入广告#真特么有头脑。,1
#奖状植入广告#校长很由商业头脑,1
#奖状植入广告#没话说了,1
#奖状植入广告#商人真的商不起，这还是奖状吗？,1
奖状什么时候这么不值钱了,1
#奖状植入广告#就这样一个学校，校长和全体主管教师，都是娘胎里头埋了臭铜钱的种了,1
#奖状植入广告#嗨，在我们学校这TM太正常了。。。,1
#奖状植入广告#教育本身是一种事业，在中国变成一种产业。,1
#奖状植入广告#国人很会做生意,1
#奖状植入广告#╭∩╮（︶︿︶）╭∩╮鄙视你！-_-,1
#奖状植入广告#广告已经无孔不入了,1
#奖状植入广告#改日~小孩子额门头也植入广告吧~,1
#奖状植入广告#表示中国教育很扯淡,1
#奖状植入广告# 广告、无懈可击,1
#奖状植入广告#认为学校做的不错的人也太恶搞了吧,1
#奖状植入广告#这社会无处没广告！,1
#奖状植入广告# 忽悠人的,1
#奖状植入广告#校长是人才,1
跑校长兜里了……,1
#奖状植入广告#中央电视台，包括各大媒体，谁没有播过“坑爹”的广告？,1
#奖状植入广告#= =，植入广告比水渗透得还快= =,1
#奖状植入广告#你妹的，你咋不在骨灰盒上植入广告啊，亲戚朋友都去，好去瞻仰你家的广告植入。,1
#奖状植入广告#不要脸要从娃娃抓起,1
#奖状植入广告#广告无处不在，这是市场经济的一种普遍现象，很正常。,1
#奖状植入广告#满天飞的广告，就不能留点静土！,1
#奖状植入广告#恩恩  不觉得有什么大不了的。,1
不错不错。。,1
#奖状植入广告#虽然没什么大影响，但是看着总有点不舒服。,1
#奖状植入广告#          太给力了,1
笑话，那么多年，那么多人都上过学，为了几毛钱一张的奖状都要节省？,1
哎，学校的领导智商真高，能有这样的措辞 佩服啊。,1
#奖状植入广告#现在这世界怎么了，什么都能弄。,1
连广告都弄到学校里。,1
师傅人性都将掩埋在商业里。,1
人性何在？,1
可以换个形式啊，广告做在奖状上不妥吧？,1
#奖状植入广告#无孔不入啊!!!!,1
#奖状植入广告#真的 伤不起 呀呀 有木有 有木有,1
#奖状植入广告#社会是个很神奇的东西，你也许见多了，会慢慢的了解的。,1
#奖状植入广告#支持！,1
节约经费！,1
#奖状植入广告#作业上全是广告……,1
#奖状植入广告#无孔不入..........,1
#奖状植入广告#What kind of education is this?,1
Stop it!,1
#奖状植入广告#无语，我曾经在优尼卡上过的》,1
这也要这么玩。,1
#奖状植入广告#这也可以的,1
#奖状植入广告#奖状覆盖面太窄，作业本封皮、校服、老师工作服等效果更好！,1
#奖状植入广告#我要是获到这样的奖状  我会立刻回家  将它压至箱底  再也不看了   伤不起,1
这是为了孩纸们、但不能说没有弊处……,1
#奖状植入广告#把你妹也植入广告吧,1
#奖状植入广告#很好，只要学校领导别把钱都装到自己的腰包就行。,1
#奖状植入广告#额现在人太有空了,1
#奖状植入广告#从小培养经济头脑，不错 /呲牙,1
#奖状植入广告#那家单位是公家的不应该，但不是公家的私人企业可以做广告。,1
#奖状植入广告#好惨啊……………………………………,1
"#奖状植入广告#         内容健康适合的广告植入，而且提供赞助的··· 此举体现“合作多赢、各得其所\""。",1
无可厚非！！！,1
#奖状植入广告#学校做得不错，可以节约经费,1
河南的教育实在落后，政府也不给力呀~~~,1
#奖状植入广告#很好很强大,1
#奖状植入广告#我去，学校也太损了。,1
#奖状植入广告#无语啊,1
#奖状植入广告# 很好，广告为什么不可以植入？,1
#奖状植入广告#只能说这社会……,1
#奖状植入广告#我很无语好像是街边那些骗子骗钱,1
#奖状植入广告#   无孔不入啊，学校收的好处也不少吧。,1
#奖状植入广告#真无语。。。,1
#奖状植入广告#好难看啊，这样的奖状【虽然奖状没有好看的,1
#假和尚搂女子#这两个和尚兄弟太不像话了啊！,1
/差劲,1
这个世界肿么这么疯狂！！！！,1
#假和尚搂女子#解决生理，不值得在网上  谈   作者无聊  找块棉花撞死了事  让网络安静一会,1
#假和尚搂女子#太给力了呀/酷,1
#假和尚搂女子#这年头还有什么是真的？,1
#假和尚搂女子# TNN这社会什么都可能发生/难过,1
#假和尚搂女子#/弱/鄙视,1
#假和尚搂女子#呵呵太好玩了。,1
#假和尚搂女子#有那个傻得和尚吗，穿着衣服这么明显，还带美女去开房,1
#假和尚搂女子#疯狂的社会  哈哈哈哈哈哈哈哈哈哈和好,1
#假和尚搂女子#是人才还是人渣。,1
还有那俩是女人 还是贱人，光天化日的招摇过市，它们想干嘛?,1
混蛋东西/吐/发怒,1
#假和尚搂女子#奇人啊,1
#假和尚搂女子#太不是人了，现在和尚们真有本事糊弄人,1
#假和尚搂女子#挺好玩的,1
#假和尚搂女子#呵呵，这个社会越来越先进了，啥创意都有,1
#假和尚搂女子#玛德    不要脸的太多了啊        唉,1
虚伪。。。,1
#假和尚搂女子#有个性,1
#假和尚搂女子#和尚 哥也知道你寂寞 ，可是你太鸡巴猖狂了。,1
好好呢当什么鸡巴和尚嘛 简直就是做事不鸡巴达草稿,1
#假和尚搂女子#唉这世道和尚是假的、胸是假的、奶粉也是假的。,1
他们出名了~~臭名远扬,1
真是无耻！,1
#假和尚搂女子#不法之徒#伤风败俗！！！,1
/咒骂/差劲,1
#假和尚搂女子#太有才了,1
#假和尚搂女子#“和尚”无修行，俩女子更无赖，还不如引诱唐长老的众女妖，人家是为了加快成仙的途径好从善，可她们却是为了出彩而亵渎宗教。,1
唉，这算什么事，有病！,1
如此玷污佛教也不怕有报应。,1
#假和尚搂女子#我擦啊，怎么恶搞啊，这个和尚真悲催。。。。。。,1
#假和尚搂女子#哇、、好有才哦！,1
#假和尚搂女子#    装犊子   显富啊？,1
#假和尚搂女子#如今骗子太多什么样的都有，佛门净土也被这些败类玷污了，可恨！,1
#假和尚搂女子#绝对的炒作，想出名想疯了，一群疯子,1
#假和尚搂女子#坑蒙拐骗的和尚啊，该善掉,1
#假和尚搂女子# 悲哀啊,1
#假和尚搂女子#太猖狂！,1
#假和尚搂女子#这种人死后一定下油锅,1
#假和尚搂女子#这些人脑子被驴踢了！,1
#假和尚搂女子#是骗子就要处理，关键这个事件影响恶劣，使人们对佛教的教义产生怀疑和排斥，太过分了！,1
#假和尚搂女子# 我喜欢济公这样的颠和尚，鲁智深这样的花和尚。,1
有多少所谓的真和尚在故弄玄虚，欺蒙着善男信女们的虔诚和香火钱呢？！,1
#假和尚搂女子#                 气死人了和尚,1
】 也许那句“没文化真可怕”用在他俩身上，再恰当不过了。,1
#假和尚搂女子#这人太色了,1
#假和尚搂女子#六根未净啊，，， 哈哈哈,1
#假和尚搂女子#  哈哈 这假和尚太牛啦， 现在这个社会的和尚不像以前不喝酒不吃肉 现在的和尚吃喝嫖赌样样俱全。,1
#假和尚搂女子#不专业/衰,1
#假和尚搂女子#这种人，禽兽，不知道他把他妈咋教育他们的,1
#假和尚搂女子#  哇唔， 这 个 够 劲 爆 、,1
#假和尚搂女子#阿弥陀佛，我佛慈悲，对这等以佛祖名义到处招摇撞骗之徒还是让他们早升极乐世界到佛祖脚下洗清罪过吧！,1
#假和尚搂女子#这些大骗子，真想一个巴掌扇死一个。,1
#假和尚搂女子#   真和尚也没几个好东西·,1
#假和尚搂女子#这世界越来越奇怪了,1
#假和尚搂女子#你们真强悍！,1
#假和尚搂女子#呵呵 现在和尚太疯狂了   我也想做和尚,1
#假和尚搂女子#牛啊。,1
现在和尚的文化高，待遇好，还有假打的了、,1
#假和尚搂女子#很开放,1
#假和尚搂女子#这两家伙太嚣张,1
#假和尚搂女子#欠揍！~,1
他是恶魔的子弟，破坏佛门形象，堕阿鼻地狱吧！~,1
人渣。,1
社会的蛀虫。,1
#假和尚搂女子#太牛了，竟然冒充和尚泡妞，这还像话吗？,1
这简直是太快张了！！！,1
#假和尚搂女子#假和尚是挂羊头卖狗肉,1
#假和尚搂女子#有辱佛门,1
#假和尚搂女子#这是对佛的不尊重，你们都会下地狱的,1
#假和尚搂女子#净他妈扯淡,1
那女子也有点贱，非同流即同伙吧，抑或脑残傻呆加无知。,1
#假和尚搂女子#和尚也是男人嘛，只不过他们也太不注意形象了,1
#假和尚搂女子#伤风败俗，不管如来佛祖如何处置你，不过先让警察叔叔先处理你们吧，如果是假和尚的话，那么你假冒什么不好为啥假冒个和尚那。,1
#假和尚搂女子# 该，你披着人皮不扮人事、,1
#假和尚搂女子#这两个花和尚真是牛人啊!,1
#假和尚搂女子#还真恶心,1
#假和尚搂女子#真可恨，,1
#假和尚搂女子#牛b啊  哥们开挂了吧,1
#假和尚搂女子#和尚不守佛门清规戒律，“荤”的    一塌糊涂，什么心态，如此招摇，有辱佛门净地，我佛慈悲，也不会任由俩假和尚玷污佛教形象的。,1
那也太傻冒了，哈哈！,1
#假和尚搂女子#真TM不要Face.,1
#假和尚搂女子#这和尚真有种//.   不会是!:,1
如果和尚都有一个黑社会集团那可牛了/憨笑,1
这年头和尚也潇洒。。。。,1
#假和尚搂女子#真不要脸    毁坏人家和尚的名誉包,1
#假和尚搂女子#太搞笑啦   什么时代,1
#假和尚搂女子#这两头猪动了凡心，佛主一定会把他们收走的，阿弥陀佛,1
#假和尚搂女子#这世道太乱了,1
此等人应/鄙视！,1
口殊笔伐之！,1
#假和尚搂女子#操你妈狗日的败类,1
#假和尚搂女子#真是2头烂驴 想想出名也不要这样吧,1
#假和尚搂女子#也太不是人了。,1
无耻,1
#假和尚搂女子# 丢人！,1
#假和尚搂女子#无信仰  无畏惧 的人真恐怖！！！！,1
堪比畜生~~~,1
#假和尚搂女子#这世道啊，太那个了,1
#假和尚搂女子#年轻的那个家伙太牛了,1
#假和尚搂女子#垃圾和尚,1
#假和尚搂女子#可恶尤其是那俩女的感到恶心。,1
#假和尚搂女子#可以再恶心一点吗;特别那俩女人;污点!,1
#假和尚搂女子# 伤风败俗！,1
#假和尚搂女子#  那么猖狂、。,1
#假和尚搂女子#这些和尚迟早要遭天打雷劈的........,1
#假和尚搂女子#现在和尚也疯狂啊，牛逼啊,1
#假和尚搂女子#花和尚，还俗,1
#假和尚搂女子# 现在这个社会太多假货了,1
#假和尚搂女子#这世道都疯癫了，怎么出名怎么来，真是无耻，拿宗教来说事造势，真应该下地狱，中国人就是太多人没有信仰，所以活得恬不知耻！！！,1
#假和尚搂女子#好   牛 插啊,1
#假和尚搂女子#哎..和尚都这么奔放了,1
#假和尚搂女子#秀逗了吧,1
#90后当教授#无语中。,1
不过不错哦。,1
90后的人才。,1
/可爱,1
#90后当教授#哦也，太帅了，,1
#90后当教授#       大哥你终于为咱90后争口气了，你是最棒的！！！,1
#90后当教授#厉害呀，我们九零后不只是大家说的那么一文不值的，只是一少部分而已，不能一概而论，几零后也有那种一文不值的人渣……,1
#90后当教授#人才啊 /p献花,1
#90后当教授# /鄙视 /鄙视 /鄙视,1
/转圈#90后当教授#天才啊，人家妈妈是怎么把他生下来的呢？,1
要是以后我家宝贝也这么聪明就好啦！,1
#90后当教授#刘路太牛乐了。,1
#90后当教授# 牛人啊~~~~天才~~~,1
#90后当教授#好，有潜力,1
#90后当教授#太神了，不愧为数学奇才。,1
#90后当教授# 他很厉害……,1
确实是人才呀。,1
#90后当教授# 英雄出少年！,1
#90后当教授#厉害呀，孩子，吃啥长大的呢,1
#90后当教授#牛A和牛C之间、,1
#90后当教授#人家有这个能力呗，加油。。,1
#90后当教授# /惊讶  羡慕啊！,1
#90后当教授#不拘一格降人才！,1
校方做的好。,1
#90后当教授#哇，了不起啊！~,1
佩服！,1
#90后当教授#刚还看了直播，不错，这小伙子有前途,1
#90后当教授#人才啊，90后的天才吖,1
#90后当教授#：有志不在年高，有水平就可以。,1
#90后当教授#  哇  ~    羨慕！,1
#90后当教授#厉害！,1
#90后当教授#但愿比陈景润更加乐观、宽广、智慧、体健、现实……,1
/强 /饭,1
#90后当教授#吃屎啊,1
#90后当教授#江山代有人才出，天才！！！,1
#90后当教授#    能人啊。,1
#90后当教授#既然是奇才，那么当教授也不算超范围。,1
#90后当教授#瞬间发现自己那点出息息相…,1
#90后当教授#真牛呀,1
#90后当教授#谁家的孩子啊，太厉害了！,1
#90后当教授#奇迹、、、,1
#90后当教授#正教授级研究员 /强,1
#90后当教授#真给我们长脸,1
很强大。,1
#90后当教授#各有所能，不得不服啊。,1
#90后当教授#强，哥很佩服他。,1
#90后当教授#数学界的天才。,1
#90后当教授#有才！,1
#90后当教授#有才，有德，有何不可？,1
#90后当教授#应试教育下培养出来的傀儡,1
#90后当教授#人才 21世纪最缺的就是人才 值得提倡 有本事不论男女老幼 上到99下到刚会走都可以,1
#90后当教授#校长有远见。,1
#90后当教授#现在的教授 真是越来越不值钱了！！,1
#90后当教授#人才辈出的年代,1
#90后当教授#挺精神的嘛，希望别称书呆子or精神病,1
#90后当教授#太聪明了，一定是神童 /强,1
#90后当教授#好事，不拘一格降人才,1
#90后当教授#很佩服这个小伙子！,1
#90后当教授# /强 /强,1
#90后当教授#挺牛的，希望继续牛下去。。。,1
#90后当教授#牛. /强,1
#90后当教授#支持他，他算是我们九零后的榜样！,1
对于九零后的那几颗老鼠屎，道德我表示排斥！,1
#90后当教授#牛人啊…,1
#90后当教授#挺好的，,1
#90后当教授#有志不在年高！！！,1
#90后当教授#真正有才能的人是可以的,1
#90后当教授#中国需要这样的人才！,1
#90后当教授#像这样的九零后实在是太少了、很不错！,1
#90后当教授#这个不错哦,1
#90后当教授# 太厉害了吧…,1
不得了啊！,1
#90后当教授#有能力 没什么不可以 人才～,1
#90后当教授#好厉害 /强,1
#90后当教授#学无前后，达者为师，佩服。,1
#90后当教授#是个人才,1
#90后当教授#老师早上训了我们一顿话，就把刘路搬出来了，厉害！,1
刘路替你感到自豪，真不知你这一路是怎么走来的，佩服!!!,1
#90后当教授#有才~能人~非一般人不能比的。,1
呵~赞一个先。,1
#90后当教授#真棒！,1
#90后当教授#我们九零后得就是霸气！,1
厉害！,1
#90后当教授#这么厉害~/强,1
#90后当教授#人才/强,1
#90后当教授#相当的牛皮哈,1
#90后当教授#扯得很,1
#90后当教授# lQ也太高了吧，还让我们怎么活啊,1
#90后当教授#佩服那个把人生规纳的如此敞亮的刘路！,1
咱90后的骄傲！,1
#90后当教授#很厉害，哥们佩服,1
#90后当教授#牛奔啊……,1
#90后当教授#多好啊 ，不要挑刺了，祝福他吧,1
#90后当教授#这是实实在在为人类进步作出贡献！,1
祝贺，佩服，崇拜！,1
前途无量，继续努力！,1
/灯笼 /强 /鼓掌,1
#90后当教授#数学之奇才，国家之栋梁，真乃未来之希望，民族之骄傲，华夏一能人也，如此年轻有为志士，国家愈多愈善，则国可强大，华夏亦可繁荣昌盛。,1
#90后当教授#人才，佩服！！！,1
#90后当教授#真是天才啊。,1
#90后当教授#强大的孩子...,1
#90后当教授# 當叫獸！,1
#90后当教授#中国人了不起。,1
/强,1
#90后当教授#青出于蓝胜于蓝，祖国的未来后继有人了，很好呀······,1
#90后当教授#哇，好厉害（切，有什么厉害）,1
#90后当教授#这真不是一般人，数学那玩意，没天分真不行,1
#90后当教授#没办法脑子好,1
#90后当教授#有实力。,1
#90后当教授#真是长江后浪推前浪啊，一浪把他打在教授的位子上。。。,1
#90后当教授#人家有这个水平，不服不行！,1
#90后当教授#只能说是天才,1
#90后当教授#人才￣￣…,1
#90后当教授#如此能人，当之无愧!,1
刘路挺起！,1
#90后当教授#中南大学哗众取宠拔苗助长,1
#90后当教授#后生可畏呀！,1
#90后当教授#真有本事,1
#90后当教授#对呀都是一群傻逼,1
:#90后当教授# 火了 现在牛了 不知道以后会不会也乱搞 是人才是蠢才 以后就知道了 九零后本来就很疯狂 大家又不是不懂,1
#90后当教授#额，榜样啊,1
#90后当教授#嗯嗯，支持支持！,1
#90后当教授#像刘路学习！！！,1
#90后暴打老人# 中国教育的失败很多人都看到了可为什么没人管呢！,1
#90后暴打老人#90后怎么的，你们70，60，50，就好了吗。,1
你们老人活的就，为什么总出现小三，90后最起码活的真实。,1
不虚伪，你们敢么，不敢别站着说话不腰疼，,1
#90后暴打老人#我承认我也是90后;看到这个新闻;真的挺让我震惊的.先是杜甫被恶搞;接着再发生这样的事情;中国5000年的历史文化;到了我们这一代还能剩多少;是传统还是传承?,1
套用本山大叔的一句话:同是生活在一个年代的人.做人的差距怎么这么大呢./撇嘴,1
#90后暴打老人#真是，神马德行,1
#90后暴打老人#也不知道是哪家的畜牲！,1
真TMd遭罪，肯定不得好死,1
小心你们遭报应啊！,1
#90后暴打老人#一群不懂事的傻孩子，现在的社会啥事都有。,1
这些孩子还真是不懂事呀 /抠鼻,1
#90后暴打老人#网络上写的太夸张了吧，他们打架他们不对，你们上传议论就对了吗？,1
#90后暴打老人#操你妈  这两2B  滚出来死,1
#90后暴打老人#人面兽心 /t无语,1
#90后暴打老人# 打得好！,1
